,train_loss,test_belu
0,5.919620918809322,0.1685279990696057
1,3.7346470632051165,0.1830261636973448
2,3.3209061380018268,0.1834970819777106
3,3.086055380837959,0.19112176789594815
4,2.9259065602955063,0.1894021095861795
5,2.804375077130502,0.19309913171625284
6,2.70576278368632,0.18862526283502135
7,2.6236316045125325,0.19392750029944225
8,2.547395668531719,0.1939181078657881
9,2.483237550133153,0.1957832029498972
10,2.4264150878839326,0.19456427493688622
11,2.373644713351601,0.2009800507127055
12,2.3203932720318177,0.2014300657436539
13,2.2753658938826176,0.19972269619868738
14,2.2319662721533526,0.19829295304347383
15,2.189864755095097,0.2006851472298699
16,2.1493222805491663,0.20159955162733922
17,2.114988280597486,0.20411443605493668
18,2.0778789043426515,0.20187538873169356
19,2.0425256189547087,0.20363248700831255
20,2.0113123153385364,0.20722570175299176
21,1.9798095431244165,0.20705902542855475
22,1.9461143874285514,0.2069925777104192
23,1.9189227396981758,0.2102332748612513
24,1.8916775858193113,0.209081498125543
25,1.8597683300051773,0.21072334079277075
26,1.8319625582611352,0.21208014674250528
27,1.8069512509463126,0.20733557909425876
28,1.7824097432588275,0.21183744395149062
29,1.7599146847139324,0.21160074331002474
30,1.7332862214038247,0.2123787818136979
31,1.7106596846329538,0.21050610292251445
32,1.689201037507308,0.21520000206232717
33,1.6660958122788814,0.21432607517458752
34,1.6433750144222325,0.21247135905259432
35,1.6230748724519162,0.21413555063403106
36,1.6013866859569885,0.215146758144293
37,1.5854209117722093,0.21796098234729247
38,1.5637582954607512,0.2150745787324062
39,1.5434982952318694,0.21319586369759314
40,1.524255589434975,0.21634028112446735
41,1.5088352634195696,0.2155341397375886
42,1.4905115959937112,0.2173396185597634
43,1.47418294162081,0.21810041775070835
44,1.4563554542106494,0.21186875193639865
45,1.4383286338103445,0.21332379061229312
46,1.4212268310680725,0.22028025142557983
47,1.4055001969923053,0.21954944710513985
48,1.3913050609722473,0.21435492032228678
49,1.3755197587766146,0.2183940827481998
50,1.3596895631990935,0.2258658280569025
51,1.3455751828980027,0.2157515002208492
52,1.32765279318157,0.21877388578973225
53,1.318110099591707,0.2249912353177452
54,1.3040238928376582,0.2245770144333004
55,1.28928145358437,0.22076646649986592
56,1.279104681182326,0.21784424038263572
57,1.2646787137315985,0.2227093049062949
58,1.251410610633984,0.22001608418882918
59,1.240306818694399,0.22515892617362662
60,1.2242972156457734,0.22525696987940275
61,1.214325565622564,0.21756076506938332
62,1.2031333187170197,0.22002173140368989
63,1.1929058208800198,0.2239917721330844
64,1.17805796757079,0.22325867150016748
65,1.169281005859375,0.22845911999021615
66,1.1554465628506845,0.22537191006303
67,1.1461695951327944,0.22488331061949576
68,1.1343081624884355,0.2271679377826332
69,1.123997870662756,0.22549196785910383
70,1.1152660968010886,0.22217051247938285
71,1.1057991780732808,0.22580743159675176
72,1.0959934487677456,0.22918818556287593
73,1.0847380056715847,0.22342235892238524
74,1.0775114446355585,0.22392519294972885
75,1.0649854049347995,0.22408161714004343
76,1.0564390736713745,0.22963643703895964
77,1.0500966239393803,0.22500029362363438
78,1.041651265663013,0.22554399707066258
79,1.0295561947320637,0.23076392468035178
80,1.0226916231607135,0.22930562746650118
81,1.0153880941240412,0.22353477967618918
82,1.006530333192725,0.23217215787587578
83,0.9989466343009681,0.22806750940496856
84,0.9902540466241669,0.22868149801494103
85,0.9825931134976839,0.23158042543789148
86,0.9769286182888767,0.2265012328707988
87,0.9704998405356157,0.23095762102297734
88,0.9586722173188862,0.2315918392455735
89,0.9528815371948376,0.23201619498902806
90,0.9459008614222209,0.23216678088025777
91,0.9371862124978451,0.2273463720086356
92,0.9315596026286744,0.23148790431025745
93,0.9247915581652992,0.2310514472532028
94,0.919287912260022,0.22996398947473934
95,0.9101592607665481,0.23118819599655
96,0.904002917440314,0.23321398402924598
97,0.8981924054915444,0.23178099369451327
98,0.8898236485949734,0.22843317414592224
99,0.8845140126713535,0.23903385855062081
